Column,Value,Frequency
px_width,518,1
px_width,1362,1
px_width,1846,1
px_width,798,1
px_width,1869,1
px_width,1886,1
px_width,1387,1
px_width,1252,1
px_width,1899,1
px_width,1756,1
px_width,771,1
px_width,1954,1
px_width,1057,1
px_width,1593,1
px_width,1609,1
px_width,707,1
px_width,1338,1
px_width,1544,1
px_width,1335,1
px_width,1712,1
px_width,768,1
px_width,1012,1
px_width,863,1
px_width,876,1
px_width,1841,1
px_width,551,1
px_width,1422,1
px_width,1788,1
px_width,1344,1
px_width,1278,1
px_width,1732,1
px_width,1147,1
px_width,1461,1
px_width,778,1
px_width,598,1
px_width,1486,1
px_width,1616,1
px_width,1752,1
px_width,1122,1
px_width,1049,1
px_width,640,1
px_width,696,1
px_width,1894,1
px_width,568,1
px_width,1210,1
px_width,1454,1
px_width,1274,1
px_width,1773,1
px_width,1662,1
px_width,1766,1
px_width,1066,1
px_width,784,1
px_width,1683,1
px_width,1402,1
px_width,802,1
px_width,1528,1
px_width,1990,1
px_width,1310,1
px_width,961,1
px_width,1622,1
px_width,1678,1
px_width,1524,1
px_width,1783,1
px_width,1694,1
px_width,1098,1
px_width,569,1
px_width,1193,1
px_width,1831,1
px_width,1534,1
px_width,1135,1
px_width,528,1
px_width,1430,1
px_width,1839,1
px_width,1760,1
px_width,1343,1
px_width,1414,1
px_width,1115,1
px_width,1149,1
px_width,789,1
px_width,1852,1
px_width,1231,1
px_width,1962,1
px_width,951,1
px_width,1129,1
px_width,1635,1
px_width,1371,1
px_width,1006,1
px_width,908,1
px_width,708,1
px_width,712,1
px_width,529,1
px_width,839,1
px_width,1851,1
px_width,1030,1
px_width,538,1
px_width,732,1
px_width,1415,1
px_width,1440,1
px_width,748,1
px_width,591,1
px_width,918,1
px_width,1794,1
px_width,1817,1
px_width,840,1
px_width,678,1
px_width,1608,1
px_width,1141,1
px_width,1721,1
px_width,1466,1
px_width,1397,1
px_width,582,1
px_width,657,1
px_width,1979,1
px_width,1396,1
px_width,537,1
px_width,885,1
px_width,651,1
px_width,737,1
px_width,854,1
px_width,1426,1
px_width,743,1
px_width,1890,1
px_width,610,1
px_width,1696,1
px_width,615,1
px_width,1912,1
px_width,725,1
px_width,1888,1
px_width,1436,1
px_width,769,1
px_width,1870,1
px_width,1451,1
px_width,1255,1
px_width,872,1
px_width,1275,1
px_width,534,1
px_width,1254,1
px_width,1879,1
px_width,1603,1
px_width,593,1
px_width,1800,1
px_width,1150,1
px_width,1035,1
px_width,713,1
px_width,1780,1
px_width,1645,1
px_width,1790,1
px_width,1373,1
px_width,853,1
px_width,1546,1
px_width,1405,1
px_width,1776,1
px_width,1718,1
px_width,1111,1
px_width,1399,1
px_width,1932,1
px_width,1003,1
px_width,647,1
px_width,1575,1
px_width,1950,1
px_width,738,1
px_width,866,1
px_width,1183,1
px_width,1692,1
px_width,1349,1
px_width,1431,1
px_width,1880,1
px_width,1363,1
px_width,977,1
px_width,978,1
px_width,1449,1
px_width,1857,1
px_width,1240,1
px_width,1287,1
px_width,703,1
px_width,1945,1
px_width,1802,1
px_width,636,1
px_width,1407,1
px_width,1567,1
px_width,851,1
px_width,1307,1
px_width,1806,1
px_width,1083,1
px_width,770,1
px_width,1207,1
px_width,1848,1
px_width,1829,1
px_width,788,1
px_width,1180,1
px_width,1258,1
px_width,1064,1
px_width,878,1
px_width,1986,1
px_width,1566,1
px_width,503,1
px_width,508,1
px_width,1290,1
px_width,1113,1
px_width,1164,1
px_width,1148,1
px_width,1944,1
px_width,1540,1
px_width,815,1
px_width,1372,1
px_width,1459,1
px_width,761,1
px_width,1487,1
px_width,700,1
px_width,1646,1
px_width,1245,1
px_width,1028,1
px_width,1550,1
px_width,1483,1
px_width,1952,1
px_width,1503,1
px_width,1375,1
px_width,665,1
px_width,1581,1
px_width,1729,1
px_width,639,1
px_width,1584,1
px_width,1280,1
px_width,1253,1
px_width,757,1
px_width,1750,1
px_width,549,1
px_width,1059,1
px_width,1505,1
px_width,1922,1
px_width,1116,1
px_width,1438,1
px_width,577,1
px_width,1251,1
px_width,1674,1
px_width,1016,1
px_width,1565,1
px_width,992,1
px_width,811,1
px_width,1711,1
px_width,1421,1
px_width,814,1
px_width,1031,1
px_width,575,1
px_width,1282,1
px_width,1510,1
px_width,749,1
px_width,1186,1
px_width,1703,1
px_width,1048,1
px_width,1706,1
px_width,981,1
px_width,1866,1
px_width,1748,1
px_width,1621,1
px_width,1655,1
px_width,1909,1
px_width,1664,1
px_width,1458,1
px_width,883,1
px_width,1489,1
px_width,572,1
px_width,1812,1
px_width,1895,1
px_width,1699,1
px_width,1339,1
px_width,1675,1
px_width,1518,1
px_width,859,1
px_width,1092,1
px_width,1671,1
px_width,1865,1
px_width,1243,1
px_width,735,1
px_width,766,1
px_width,1384,1
px_width,1799,1
px_width,1998,1
px_width,1914,1
px_width,650,1
px_width,907,1
px_width,1589,1
px_width,1733,1
px_width,566,1
px_width,1130,1
px_width,1388,1
px_width,723,1
px_width,776,1
px_width,1168,1
px_width,515,1
px_width,1511,1
px_width,1991,1
px_width,1184,1
px_width,1508,1
px_width,998,1
px_width,1450,1
px_width,1587,1
px_width,1665,1
px_width,1815,1
px_width,1358,1
px_width,1627,1
px_width,862,1
px_width,1050,1
px_width,1325,1
px_width,1158,1
px_width,1719,1
px_width,889,1
px_width,658,1
px_width,632,1
px_width,1354,1
px_width,630,1
px_width,1911,1
px_width,1157,1
px_width,750,1
px_width,592,1
px_width,1439,1
px_width,861,1
px_width,1313,1
px_width,1807,1
px_width,1785,1
px_width,548,1
px_width,1594,1
px_width,1940,1
px_width,1580,1
px_width,1582,1
px_width,848,1
px_width,1901,1
px_width,1058,1
px_width,1341,1
px_width,1139,1
px_width,904,1
px_width,1753,1
px_width,1715,1
px_width,726,1
px_width,1315,1
px_width,1302,1
px_width,1126,1
px_width,1949,1
px_width,1173,1
px_width,1138,1
px_width,1101,1
px_width,901,1
px_width,1701,1
px_width,1232,1
px_width,1501,1
px_width,781,1
px_width,619,1
px_width,1468,1
px_width,1705,1
px_width,1476,1
px_width,1223,1
px_width,1797,1
px_width,596,1
px_width,1053,1
px_width,758,1
px_width,1495,1
px_width,1241,1
px_width,1082,1
px_width,1237,1
px_width,964,1
px_width,585,1
px_width,1493,1
px_width,1185,1
px_width,792,1
px_width,843,1
px_width,1740,1
px_width,842,1
px_width,1761,1
px_width,845,1
px_width,1768,1
px_width,631,1
px_width,1937,1
px_width,1136,1
px_width,1801,1
px_width,1992,1
px_width,1272,1
px_width,830,1
px_width,1996,1
px_width,1359,1
px_width,648,1
px_width,570,1
px_width,521,1
px_width,1065,1
px_width,698,1
px_width,1902,1
px_width,1667,1
px_width,1960,1
px_width,1631,1
px_width,890,1
px_width,879,1
px_width,653,1
px_width,1392,1
px_width,1427,1
px_width,1731,1
px_width,875,1
px_width,635,1
px_width,622,1
px_width,1626,1
px_width,1515,1
px_width,1008,1
px_width,1490,1
px_width,607,1
px_width,1636,1
px_width,1305,1
px_width,1966,1
px_width,1602,1
px_width,1607,1
px_width,1762,1
px_width,1926,1
px_width,556,1
px_width,1014,1
px_width,525,1
px_width,1843,1
px_width,797,1
px_width,1043,1
px_width,669,1
px_width,966,1
px_width,1401,1
px_width,1555,1
px_width,1298,1
px_width,1637,1
px_width,1068,1
px_width,536,1
px_width,1697,1
px_width,869,1
px_width,1764,1
px_width,1324,1
px_width,594,1
px_width,1320,1
px_width,1687,1
px_width,1069,1
px_width,1170,1
px_width,1347,1
px_width,1464,1
px_width,1997,1
px_width,930,1
px_width,1577,1
px_width,1395,1
px_width,1485,1
px_width,886,1
px_width,1169,1
px_width,1360,1
px_width,1423,1
px_width,1181,1
px_width,690,1
px_width,1228,1
px_width,1523,1
px_width,1513,1
px_width,812,1
px_width,1081,1
px_width,1406,1
px_width,1660,1
px_width,946,1
px_width,1977,1
px_width,1741,1
px_width,1668,1
px_width,1571,1
px_width,1326,1
px_width,692,1
px_width,1222,1
px_width,1051,1
px_width,1982,1
px_width,1336,1
px_width,1928,1
px_width,962,1
px_width,1559,1
px_width,1312,1
px_width,1816,1
px_width,1391,1
px_width,1001,1
px_width,673,1
px_width,928,1
px_width,1659,1
px_width,1973,1
px_width,506,1
px_width,1460,1
px_width,674,1
px_width,1542,1
px_width,940,1
px_width,983,1
px_width,1403,1
px_width,1735,1
px_width,719,1
px_width,1215,1
px_width,917,1
px_width,1808,1
px_width,1908,1
px_width,1077,1
px_width,1516,1
px_width,1956,1
px_width,1404,1
px_width,1453,1
px_width,1819,1
px_width,1556,1
px_width,1119,1
px_width,937,1
px_width,1514,1
px_width,1560,1
px_width,1200,1
px_width,1647,1
px_width,1125,1
px_width,1367,1
px_width,1569,1
px_width,1481,1
px_width,1632,1
ram,1464,4
ram,3142,4
ram,2610,4
ram,2227,4
ram,1229,4
ram,3654,3
ram,1277,3
ram,1050,3
ram,2775,3
ram,2674,3
ram,1122,3
ram,3703,3
ram,2190,3
ram,1214,3
ram,1974,3
ram,1958,3
ram,841,3
ram,2598,3
ram,3242,3
ram,3869,3
ram,315,3
ram,1457,3
ram,590,3
ram,1998,3
ram,1724,3
ram,1303,3
ram,1412,3
ram,1713,3
ram,3488,3
ram,2073,3
ram,1519,3
ram,595,3
ram,2334,3
ram,2746,3
ram,3210,3
ram,2107,3
ram,3117,3
ram,1869,3
ram,509,3
ram,2052,3
ram,1300,3
ram,2488,3
ram,3206,3
ram,3865,3
ram,2885,3
ram,2574,3
ram,1675,3
ram,1037,3
ram,1886,3
ram,2944,3
ram,2700,3
ram,594,3
ram,2973,3
ram,2563,3
ram,1851,3
ram,2977,3
ram,348,3
ram,3615,3
ram,2819,3
ram,3153,3
ram,2678,3
ram,2832,3
ram,2651,3
ram,606,3
ram,869,2
ram,3566,2
ram,3483,2
ram,1028,2
ram,1183,2
ram,1861,2
ram,1333,2
ram,3396,2
ram,1155,2
ram,1424,2
ram,343,2
ram,316,2
ram,462,2
ram,2711,2
ram,2528,2
ram,980,2
ram,1185,2
ram,445,2
ram,1693,2
ram,1667,2
ram,2003,2
ram,3269,2
ram,1543,2
ram,1223,2
ram,1853,2
ram,2156,2
ram,665,2
ram,574,2
ram,1891,2
ram,298,2
ram,1017,2
ram,3970,2
ram,2339,2
ram,3278,2
ram,3454,2
ram,2367,2
ram,3672,2
ram,2549,2
ram,435,2
ram,1459,2
ram,2915,2
ram,1470,2
ram,2927,2
ram,941,2
ram,2727,2
ram,2855,2
ram,1641,2
ram,1938,2
ram,3139,2
ram,1201,2
ram,3451,2
ram,2801,2
ram,990,2
ram,1322,2
ram,1637,2
ram,1633,2
ram,663,2
ram,1234,2
ram,714,2
ram,1774,2
ram,1655,2
ram,725,2
ram,3927,2
ram,336,2
ram,2457,2
ram,418,2
ram,3701,2
ram,258,2
ram,2355,2
ram,604,2
ram,2335,2
ram,3915,2
ram,3518,2
ram,489,2
ram,3411,2
ram,1175,2
ram,1052,2
ram,624,2
ram,3917,2
ram,1587,2
ram,1400,2
ram,3564,2
ram,582,2
ram,2532,2
ram,1414,2
ram,3684,2
ram,3652,2
ram,2360,2
ram,1246,2
ram,1305,2
ram,3393,2
ram,3132,2
ram,3078,2
ram,2110,2
ram,3892,2
ram,3105,2
ram,1656,2
ram,1947,2
ram,3568,2
ram,2392,2
ram,619,2
ram,3497,2
ram,3397,2
ram,3038,2
ram,3358,2
ram,2454,2
ram,1653,2
ram,1944,2
ram,3796,2
ram,2638,2
ram,1824,2
ram,2736,2
ram,2378,2
ram,3438,2
ram,2376,2
ram,2278,2
ram,629,2
ram,3424,2
ram,485,2
ram,3033,2
ram,3458,2
ram,424,2
ram,1075,2
ram,1754,2
ram,2800,2
ram,545,2
ram,1591,2
ram,587,2
ram,819,2
ram,1816,2
ram,2248,2
ram,2438,2
ram,3646,2
ram,1241,2
ram,323,2
ram,1083,2
ram,2066,2
ram,3260,2
ram,2173,2
ram,3317,2
ram,999,2
ram,2829,2
ram,2219,2
ram,2495,2
ram,2361,2
ram,1783,2
ram,1882,2
ram,1732,2
ram,1018,2
ram,1284,2
ram,3925,2
ram,584,2
ram,751,2
ram,1301,2
ram,2385,2
ram,1817,2
ram,436,2
ram,2419,2
ram,2518,2
ram,1069,2
ram,1419,2
ram,2253,2
ram,2735,2
ram,3771,2
ram,1652,2
ram,1704,2
ram,3914,2
ram,3622,2
ram,824,2
ram,1973,2
ram,2304,2
ram,961,2
ram,1620,2
ram,2437,2
ram,3809,2
ram,783,2
ram,643,2
ram,3707,2
ram,2382,2
ram,1571,2
ram,1930,2
ram,3941,2
ram,2456,2
ram,3746,2
ram,3991,2
ram,1513,2
ram,3902,2
ram,3916,2
ram,2614,2
ram,1663,2
ram,1905,2
ram,3872,2
ram,1403,2
ram,820,2
ram,3764,2
ram,1086,2
ram,1205,2
ram,696,2
ram,2246,2
ram,2577,2
ram,2870,2
ram,770,2
ram,2020,2
ram,2096,2
ram,1906,2
ram,3204,2
ram,1380,2
ram,3762,2
ram,2473,2
ram,586,2
ram,2648,2
ram,278,2
ram,3629,2
ram,593,2
ram,1179,2
ram,1440,2
ram,2908,2
ram,2552,2
ram,3314,2
ram,905,2
ram,3799,2
ram,2958,2
ram,690,2
ram,2466,2
ram,470,2
ram,3366,2
ram,3355,2
ram,3834,2
ram,2192,2
ram,3836,2
ram,2296,2
ram,392,2
ram,3755,2
ram,1433,2
ram,2583,2
ram,2782,2
ram,2311,2
ram,2373,2
ram,1733,2
ram,3845,2
ram,707,2
ram,3587,2
ram,3256,2
ram,1326,2
ram,3169,2
ram,2150,2
ram,1629,2
ram,504,2
ram,1152,2
ram,2844,2
ram,3709,2
ram,2337,2
ram,2268,2
ram,2676,2
ram,2343,2
ram,2016,2
ram,3472,2
ram,1354,2
ram,2341,2
ram,2965,2
ram,3534,2
ram,1799,2
ram,3248,2
ram,3685,2
ram,398,2
ram,1324,2
ram,3801,2
ram,2338,2
ram,2399,2
ram,2981,2
ram,340,2
ram,2243,2
ram,728,2
ram,2940,2
ram,3484,2
ram,1687,2
ram,797,2
ram,2048,2
ram,854,2
ram,2822,2
ram,2177,2
ram,2317,2
ram,1601,2
ram,3323,2
ram,1308,2
ram,2462,2
ram,2050,2
ram,2948,2
ram,3704,2
ram,1846,2
ram,666,2
ram,2698,2
ram,2394,2
ram,3104,2
ram,2039,2
ram,461,2
ram,1595,2
ram,3946,2
ram,1482,2
ram,3220,2
ram,3271,2
ram,575,2
ram,417,2
ram,568,2
ram,1181,2
ram,1781,1
ram,1430,1
ram,3756,1
ram,2301,1
ram,851,1
ram,1108,1
ram,362,1
ram,2787,1
ram,3208,1
ram,3063,1
ram,3579,1
ram,673,1
ram,3700,1
ram,1375,1
ram,2620,1
ram,437,1
ram,3774,1
ram,1218,1
ram,799,1
ram,3407,1
ram,3606,1
ram,2575,1
ram,2469,1
ram,2166,1
ram,1180,1
ram,465,1
ram,2014,1
ram,3056,1
ram,921,1
ram,3900,1
ram,1456,1
ram,441,1
ram,1105,1
ram,2064,1
ram,2693,1
ram,1142,1
ram,1060,1
ram,2381,1
ram,1339,1
ram,3262,1
ram,1719,1
ram,1341,1
ram,2560,1
ram,285,1
ram,2476,1
ram,1862,1
ram,3178,1
ram,733,1
ram,755,1
ram,756,1
ram,391,1
ram,1534,1
ram,2391,1
ram,2636,1
ram,968,1
ram,2282,1
ram,3833,1
ram,3585,1
ram,2043,1
ram,2132,1
ram,2086,1
ram,577,1
ram,1316,1
ram,2032,1
ram,1742,1
ram,3265,1
ram,2115,1
ram,3144,1
ram,2517,1
ram,312,1
ram,1747,1
ram,493,1
ram,3057,1
ram,3340,1
ram,2790,1
ram,560,1
ram,793,1
ram,1068,1
ram,2784,1
ram,3593,1
ram,1355,1
ram,832,1
ram,991,1
ram,912,1
ram,722,1
ram,2802,1
ram,1780,1
ram,1247,1
ram,724,1
ram,1368,1
ram,3066,1
ram,403,1
ram,1389,1
ram,2316,1
ram,1356,1
ram,953,1
ram,3571,1
ram,3465,1
ram,3962,1
ram,299,1
ram,3209,1
ram,3839,1
ram,1032,1
ram,1273,1
ram,2514,1
ram,3623,1
ram,368,1
ram,928,1
ram,3130,1
ram,3784,1
ram,3885,1
ram,1221,1
ram,1494,1
ram,1471,1
ram,2001,1
ram,1486,1
ram,1321,1
ram,704,1
ram,1885,1
ram,1877,1
ram,3499,1
ram,2124,1
ram,893,1
ram,2522,1
ram,3978,1
ram,668,1
ram,3155,1
ram,1829,1
ram,1642,1
ram,2719,1
ram,1850,1
ram,2836,1
ram,2573,1
ram,387,1
ram,2968,1
ram,892,1
ram,2498,1
ram,467,1
ram,345,1
ram,3022,1
ram,967,1
ram,1112,1
ram,1871,1
ram,815,1
ram,2592,1
ram,874,1
ram,3681,1
ram,2262,1
ram,3197,1
ram,3143,1
ram,737,1
ram,2452,1
ram,2286,1
ram,2668,1
ram,2857,1
ram,1857,1
ram,1396,1
ram,2470,1
ram,2372,1
ram,3012,1
ram,3300,1
ram,1267,1
ram,2216,1
ram,2814,1
ram,2094,1
ram,2315,1
ram,2519,1
ram,1832,1
ram,2867,1
ram,735,1
ram,1744,1
ram,1386,1
ram,2313,1
ram,2022,1
ram,1716,1
ram,1080,1
ram,1454,1
ram,2290,1
ram,2358,1
ram,3940,1
ram,495,1
ram,3851,1
ram,2215,1
ram,2023,1
ram,931,1
ram,1344,1
ram,2074,1
ram,1282,1
ram,2865,1
ram,757,1
ram,3469,1
ram,635,1
ram,3305,1
ram,959,1
ram,2635,1
ram,621,1
ram,454,1
ram,2459,1
ram,2321,1
ram,3601,1
ram,1150,1
ram,3767,1
ram,876,1
ram,3431,1
ram,2706,1
ram,659,1
ram,455,1
ram,2389,1
ram,2506,1
ram,2195,1
ram,2694,1
ram,3436,1
ram,887,1
ram,1737,1
ram,2890,1
ram,401,1
ram,681,1
ram,687,1
ram,3212,1
ram,3548,1
ram,1647,1
ram,3883,1
ram,2479,1
ram,773,1
ram,2036,1
ram,2130,1
ram,878,1
ram,402,1
ram,2481,1
ram,1936,1
ram,3077,1
ram,3637,1
ram,896,1
ram,2349,1
ram,774,1
ram,3430,1
ram,3964,1
ram,1887,1
ram,2114,1
ram,1542,1
ram,3862,1
ram,2200,1
ram,296,1
ram,571,1
ram,3230,1
ram,3565,1
ram,1503,1
ram,872,1
ram,3392,1
ram,262,1
ram,530,1
ram,2562,1
ram,2632,1
ram,259,1
ram,688,1
ram,2554,1
ram,3859,1
ram,3433,1
ram,885,1
ram,3351,1
ram,862,1
ram,2033,1
ram,3510,1
ram,1695,1
ram,2666,1
ram,3476,1
ram,3930,1
ram,2515,1
ram,2803,1
ram,3127,1
ram,2715,1
ram,2623,1
ram,3400,1
ram,543,1
ram,1734,1
ram,2013,1
ram,1686,1
ram,957,1
ram,2259,1
ram,1167,1
ram,3990,1
ram,920,1
ram,1875,1
ram,2240,1
ram,3761,1
ram,2785,1
ram,984,1
ram,3899,1
ram,1622,1
ram,1149,1
ram,3282,1
ram,313,1
ram,3083,1
ram,2967,1
ram,3494,1
ram,3614,1
ram,817,1
ram,2256,1
ram,3124,1
ram,1598,1
ram,2929,1
ram,3122,1
ram,267,1
ram,1208,1
ram,425,1
ram,1345,1
ram,1552,1
ram,3202,1
ram,558,1
ram,2328,1
ram,1302,1
ram,2359,1
ram,2273,1
ram,2750,1
ram,1672,1
ram,1249,1
ram,2921,1
ram,412,1
ram,1813,1
ram,3887,1
ram,1825,1
ram,2258,1
ram,3235,1
ram,1244,1
ram,2090,1
ram,3695,1
ram,1646,1
ram,1550,1
ram,2131,1
ram,3362,1
ram,639,1
ram,1053,1
ram,263,1
ram,1113,1
ram,2847,1
ram,1115,1
ram,1743,1
ram,1794,1
ram,879,1
ram,3933,1
ram,3094,1
ram,2658,1
ram,2521,1
ram,292,1
ram,256,1
ram,1365,1
ram,464,1
ram,3284,1
ram,2049,1
ram,1393,1
ram,3064,1
ram,3241,1
ram,2757,1
ram,3330,1
ram,867,1
ram,562,1
ram,1193,1
ram,3742,1
ram,1999,1
ram,2625,1
ram,1295,1
ram,2460,1
ram,1044,1
ram,804,1
ram,2548,1
ram,2725,1
ram,3249,1
ram,2992,1
ram,1338,1
ram,3966,1
ram,1659,1
ram,3437,1
ram,2175,1
ram,361,1
ram,291,1
ram,3905,1
ram,1491,1
ram,1567,1
ram,1798,1
ram,940,1
ram,2203,1
ram,3473,1
ram,3338,1
ram,2201,1
ram,1610,1
ram,3024,1
ram,512,1
ram,3610,1
ram,1077,1
ram,1540,1
ram,1082,1
ram,1788,1
ram,3541,1
ram,3322,1
ram,524,1
ram,3555,1
ram,1258,1
ram,609,1
ram,3285,1
ram,2319,1
ram,1612,1
ram,3259,1
ram,3115,1
ram,2854,1
ram,3586,1
ram,1751,1
ram,2322,1
ram,354,1
ram,2308,1
ram,456,1
ram,1422,1
ram,3141,1
ram,909,1
ram,838,1
ram,3376,1
ram,1382,1
ram,1212,1
ram,1507,1
ram,3957,1
ram,1348,1
ram,1384,1
ram,1812,1
ram,1309,1
ram,3442,1
ram,2821,1
ram,641,1
ram,1607,1
ram,3521,1
ram,378,1
ram,2402,1
ram,2302,1
ram,3632,1
ram,1590,1
ram,2072,1
ram,1196,1
ram,1417,1
ram,2157,1
ram,1769,1
ram,1666,1
ram,2644,1
ram,794,1
ram,2331,1
ram,531,1
ram,2189,1
ram,1280,1
ram,2572,1
ram,3267,1
ram,857,1
ram,2439,1
ram,726,1
ram,3511,1
ram,2520,1
ram,1276,1
ram,686,1
ram,1568,1
ram,792,1
ram,763,1
ram,3943,1
ram,3721,1
ram,1628,1
ram,3372,1
ram,657,1
ram,2633,1
ram,3911,1
ram,3297,1
ram,2974,1
ram,3423,1
ram,1868,1
ram,1005,1
ram,2171,1
ram,2754,1
ram,881,1
ram,1220,1
ram,769,1
ram,471,1
ram,2926,1
ram,650,1
ram,1161,1
ram,3948,1
ram,318,1
ram,1012,1
ram,712,1
ram,780,1
ram,3736,1
ram,739,1
ram,2916,1
ram,265,1
ram,1146,1
ram,2294,1
ram,1462,1
ram,503,1
ram,2738,1
ram,1404,1
ram,708,1
ram,324,1
ram,1907,1
ram,3563,1
ram,3154,1
ram,2933,1
ram,1593,1
ram,3296,1
ram,1919,1
ram,2029,1
ram,308,1
ram,2722,1
ram,1337,1
ram,2184,1
ram,1133,1
ram,2671,1
ram,2424,1
ram,3894,1
ram,440,1
ram,1836,1
ram,702,1
ram,2647,1
ram,2002,1
ram,3495,1
ram,3183,1
ram,3167,1
ram,3675,1
ram,3480,1
ram,3162,1
ram,555,1
ram,2872,1
ram,2182,1
ram,3577,1
ram,3011,1
ram,2299,1
ram,1019,1
ram,908,1
ram,1164,1
ram,1379,1
ram,2083,1
ram,1342,1
ram,3696,1
ram,2137,1
ram,2661,1
ram,1903,1
ram,3779,1
ram,685,1
ram,2627,1
ram,3904,1
ram,2004,1
ram,1795,1
ram,2289,1
ram,3996,1
ram,1658,1
ram,552,1
ram,2082,1
ram,2423,1
ram,1921,1
ram,3847,1
ram,432,1
ram,3958,1
ram,2293,1
ram,422,1
ram,3073,1
ram,331,1
ram,2637,1
ram,2753,1
ram,3692,1
ram,3785,1
ram,3657,1
ram,3102,1
ram,916,1
ram,3699,1
ram,364,1
ram,1274,1
ram,473,1
ram,827,1
ram,2280,1
ram,3359,1
ram,2690,1
ram,2686,1
ram,2581,1
ram,2938,1
ram,1036,1
ram,1051,1
ram,3625,1
ram,2369,1
ram,2111,1
ram,2616,1
ram,1243,1
ram,3131,1
ram,3333,1
ram,3969,1
ram,732,1
ram,3918,1
ram,2101,1
ram,3097,1
ram,2895,1
ram,3475,1
ram,3121,1
ram,3264,1
ram,2324,1
ram,2971,1
ram,2523,1
ram,2542,1
ram,706,1
ram,2993,1
ram,2261,1
ram,3185,1
ram,2500,1
ram,1213,1
ram,3822,1
ram,3321,1
ram,1499,1
ram,1228,1
ram,3608,1
ram,447,1
ram,1203,1
ram,3922,1
ram,2211,1
ram,2125,1
ram,1604,1
ram,3660,1
ram,3161,1
ram,1477,1
ram,2044,1
ram,927,1
ram,3945,1
ram,1206,1
ram,952,1
ram,311,1
ram,955,1
ram,1615,1
ram,3252,1
ram,785,1
ram,796,1
ram,651,1
ram,3059,1
ram,834,1
ram,1725,1
ram,715,1
ram,610,1
ram,3739,1
ram,2768,1
ram,3490,1
ram,2969,1
ram,1109,1
ram,1892,1
ram,3215,1
ram,294,1
ram,918,1
ram,1125,1
ram,2084,1
ram,2765,1
ram,429,1
ram,3644,1
ram,463,1
ram,3961,1
ram,3272,1
ram,1970,1
ram,3291,1
ram,2323,1
ram,1965,1
ram,3630,1
ram,3860,1
ram,1731,1
ram,1066,1
ram,3100,1
ram,2728,1
ram,1529,1
ram,2129,1
ram,1434,1
ram,2712,1
ram,3777,1
ram,3716,1
ram,1619,1
ram,2978,1
ram,1948,1
ram,3803,1
ram,3635,1
ram,3416,1
ram,1955,1
ram,2208,1
ram,591,1
ram,864,1
ram,3864,1
ram,2180,1
ram,3955,1
ram,1138,1
ram,1614,1
ram,3838,1
ram,3021,1
ram,2122,1
ram,2492,1
ram,808,1
ram,2244,1
ram,2330,1
ram,2734,1
ram,2511,1
ram,1343,1
ram,1141,1
ram,3890,1
ram,2239,1
ram,2806,1
ram,3648,1
ram,3419,1
ram,2403,1
ram,3937,1
ram,1797,1
ram,1458,1
ram,3348,1
ram,2042,1
ram,2982,1
ram,1107,1
ram,2362,1
ram,3817,1
ram,1043,1
ram,1900,1
ram,2612,1
ram,2756,1
ram,301,1
ram,1070,1
ram,985,1
ram,438,1
ram,457,1
ram,1834,1
ram,3576,1
ram,3760,1
ram,1222,1
ram,837,1
ram,1692,1
ram,880,1
ram,3616,1
ram,1418,1
ram,349,1
ram,1410,1
ram,1971,1
ram,2009,1
ram,2413,1
ram,2593,1
ram,3464,1
ram,1837,1
ram,3448,1
ram,1449,1
ram,907,1
ram,1814,1
ram,2600,1
ram,1047,1
ram,284,1
ram,488,1
ram,2235,1
ram,2962,1
ram,1366,1
ram,1496,1
ram,2863,1
ram,3255,1
ram,3426,1
ram,1945,1
ram,1204,1
ram,3187,1
ram,2871,1
ram,3182,1
ram,790,1
ram,2213,1
ram,3029,1
ram,2597,1
ram,3378,1
ram,3993,1
ram,3068,1
ram,2680,1
ram,3286,1
ram,3763,1
ram,3283,1
ram,1835,1
ram,3752,1
ram,3554,1
ram,373,1
ram,3826,1
ram,2955,1
ram,513,1
ram,1099,1
ram,700,1
ram,1067,1
ram,1411,1
ram,2769,1
ram,2603,1
ram,478,1
ram,3532,1
ram,508,1
ram,1262,1
ram,2148,1
ram,431,1
ram,2910,1
ram,2056,1
ram,3963,1
ram,3112,1
ram,2053,1
ram,2059,1
ram,3238,1
ram,1270,1
ram,1878,1
ram,3339,1
ram,2484,1
ram,3429,1
ram,2113,1
ram,3825,1
ram,1427,1
ram,2589,1
ram,3388,1
ram,720,1
ram,625,1
ram,3791,1
ram,3054,1
ram,2766,1
ram,2458,1
ram,2377,1
ram,3031,1
ram,3846,1
ram,2669,1
ram,588,1
ram,3844,1
ram,978,1
ram,711,1
ram,1022,1
ram,2571,1
ram,3560,1
ram,1717,1
ram,2390,1
ram,1027,1
ram,2332,1
ram,3086,1
ram,1210,1
ram,468,1
ram,1129,1
ram,2513,1
ram,527,1
ram,3352,1
ram,3800,1
ram,1074,1
ram,1702,1
ram,532,1
ram,2169,1
ram,2986,1
ram,829,1
ram,1767,1
ram,3559,1
ram,1362,1
ram,2984,1
ram,3702,1
ram,3770,1
ram,1260,1
ram,2126,1
ram,536,1
ram,490,1
ram,2945,1
ram,1078,1
ram,506,1
ram,2677,1
ram,374,1
ram,1394,1
ram,505,1
ram,2147,1
ram,3557,1
ram,2196,1
ram,3556,1
ram,2060,1
ram,3926,1
ram,2478,1
